1,1,1,0.045099,0.053516,0.0056072,0.043337,0.30359,0.028029,0.001747
1,1,1,0.16005,0.0095892,0.0036665,0.0096262,0.4383,0.15371,0.0022341
1,1,1,0.5,0.07686,0.0018623,0.027844,0.11207,0.1622,0.00062336
1,1,1,0.47023,0.083099,0.0022531,0.018174,0.048906,0.38751,0.00043086
1,1,1,0.46192,0.010355,0.0044167,0.069716,0.02184,0.55956,0.0026058
1,1,1,0.62804,0.0074945,0.0045715,0.082271,0.011533,0.31745,0.0058827
1,1,1,0.31287,0.011577,0.015112,0.027617,0.018724,0.64476,0.0017553
1,1,1,0.22425,0.0099997,0.0042253,0.039984,0.035081,0.73823,0.0016513
1,1,1,0.18752,0.013404,0.001513,0.085699,0.074279,0.36392,0.0032787
1,1,1,0.53949,0.012499,0.0034732,0.0091719,0.012891,0.42788,0.0018184
1,1,1,0.68097,0.0029725,0.0015208,0.023084,0.057055,0.15585,0.0058516
1,1,1,0.45475,0.012155,0.0034931,0.035621,0.03991,0.076917,0.0049575
1,1,1,0.26225,0.0083181,0.016291,0.048769,0.04144,0.13543,0.0036787
1,1,1,0.14874,0.03086,0.013507,0.088102,0.021564,0.05051,0.010275
1,1,1,0.053217,0.018558,0.0068021,0.46837,0.049251,0.052127,0.036511
1,1,1,0.040933,0.031869,0.0045641,0.5488,0.01674,0.05497,0.046686
1,1,1,0.094785,0.033897,0.0028895,0.23378,0.017347,0.071744,0.066918
1,1,1,0.11775,0.017588,0.0063258,0.053178,0.0065656,0.26906,0.01271
1,1,1,0.038144,0.033737,0.020686,0.023807,0.0025417,0.12475,0.031935
4,3,1,0.041134,0.0034047,0.0054914,0.16882,0.22378,0.16012,0.0033468
4,3,1,0.073203,0.0014477,0.0050948,0.10126,0.22714,0.19498,0.0080391
4,3,1,0.13696,0.0013223,0.0056672,0.17866,0.17997,0.094058,0.0068145
4,3,1,0.17466,0.00072291,0.01028,0.11555,0.028752,0.19252,0.019217
4,3,1,0.068174,0.00070101,0.019193,0.060507,0.060552,0.099947,0.14448
4,3,1,0.20876,0.0018637,0.012608,0.092662,0.20592,0.040182,0.0059267
4,3,1,0.15933,0.0016355,0.01203,0.20243,0.18259,0.057895,0.0029317
4,3,1,0.03872,0.0017917,0.0015551,0.43584,0.27554,0.025861,0.01816
4,3,1,0.029222,0.0035444,0.00048704,0.55597,0.27384,0.0061571,0.053111
4,3,1,0.02417,0.037781,0.00021019,0.57037,0.093247,0.0041188,0.07341
4,3,1,0.038733,0.0070431,0.002243,0.87144,0.062028,0.023346,0.02181
4,3,1,0.016872,0.033444,0.0057511,0.78143,0.017968,0.020357,0.032862
4,3,1,0.026656,0.024906,0.0040234,0.78271,0.029864,0.011914,0.059467
4,3,1,0.05552,0.039341,0.0046861,0.23666,0.052437,0.10731,0.025705
4,3,1,0.1348,0.042739,0.0052197,0.10507,0.027321,0.09562,0.035569
4,3,1,0.059423,0.032434,0.018082,0.025473,0.017965,0.11063,0.086908
