1,1,1,0.065968,0.27646,9.644e-06,0.0023091,0.017967,0.0061786,2.3466e-05
1,1,1,0.088384,0.109,2.4197e-05,0.00063095,0.0084719,0.028481,0.00016542
1,1,1,0.10562,0.3377,2.1312e-05,0.0065649,0.00018412,0.017723,1.0122e-05
1,1,1,0.11684,0.31783,2.9351e-05,0.0081801,0.00075011,0.028497,7.8432e-06
1,1,1,0.39195,0.024092,0.00094255,0.29604,0.00083618,0.095987,2.2246e-05
1,1,1,0.54043,0.0068673,0.0014223,0.29066,0.0040294,0.095322,0.00012502
1,1,1,0.36822,0.0064303,0.0041684,0.073671,0.0065715,0.35163,0.00010483
1,1,1,0.43828,0.0071369,0.0018984,0.098815,0.020243,0.17141,0.0003578
1,1,1,0.51935,0.020993,0.00053012,0.072734,0.005227,0.052894,0.00072351
1,1,1,0.63604,0.017675,0.00072814,0.031484,0.0044679,0.071313,8.9007e-05
1,1,1,0.54451,0.0087072,0.00059074,0.036605,0.0023328,0.035648,0.00074749
1,1,1,0.34485,0.018179,0.0008406,0.02651,0.0015894,0.048189,0.00026352
1,1,1,0.25841,0.0082065,0.0038282,0.0085417,0.0042582,0.055256,0.00043687
1,1,1,0.16811,0.013918,0.0078425,0.023698,0.0020197,0.032997,0.00061719
1,1,1,0.019697,0.024612,0.0098777,0.016385,0.00050675,0.026669,0.023489
1,1,1,0.020109,0.013575,0.0063344,0.03101,0.00019309,0.033847,0.030284
1,1,1,0.025672,0.014879,0.0037593,0.023352,0.00059035,0.081898,0.024741
1,1,1,0.043816,0.012034,0.001708,0.0078134,0.0001692,0.22187,0.017051
1,1,1,1.8097e-06,0.022214,0.0031656,0.0073081,0.00037204,0.29856,0.025994
4,3,1,0.0663,0.0034204,0.00013746,0.087545,0.033858,0.024406,0.00081628
4,3,1,0.063536,0.00074734,0.0002349,0.058544,0.058507,0.044774,0.0067281
4,3,1,0.24886,0.00075321,0.00021634,0.21117,0.020788,0.048363,0.0019414
4,3,1,0.31869,0.00020638,0.0051572,0.28892,0.0061597,0.11836,0.0072803
4,3,1,0.16957,0.00022734,0.0048116,0.2246,0.0042251,0.10129,0.034419
4,3,1,0.30697,0.0018852,0.00058606,0.19464,0.022986,0.042911,0.0037945
4,3,1,0.26526,0.0022423,0.00093261,0.16376,0.018108,0.011003,0.0013231
4,3,1,0.10028,0.0038968,0.00054923,0.11908,0.021374,0.003458,0.0066087
4,3,1,0.01758,0.0082967,0.00038216,0.06586,0.012492,0.0010017,0.059611
4,3,1,0.0096515,0.028358,0.0002171,0.024699,0.076783,0.00070421,0.18525
4,3,1,0.020451,0.014311,0.0090051,0.1037,0.0025831,0.0054507,0.013251
4,3,1,0.0042744,0.023098,0.020285,0.050426,0.0017436,0.0088043,0.030336
4,3,1,0.0056171,0.0066122,0.01388,0.095652,0.0018851,0.0028079,0.10706
4,3,1,0.014642,0.0079628,0.0087422,0.13108,0.0034972,0.0083166,0.023498
4,3,1,0.00694,0.025255,0.0031489,0.013707,0.00038392,0.12102,0.083183
4,3,1,1.5648e-06,0.02638,0.0045582,0.0067455,0.00042867,0.2111,0.060501
2,1,1,0.0058687,0.9863,1.0669e-05,1.4559e-05,0.001539,0.00019452,1.7372e-07
2,1,1,0.0153,0.96188,1.8001e-05,1.8433e-06,0.00098215,0.00029691,1.5766e-06
2,1,1,0.014711,0.90138,1.4919e-05,0.00015706,0.00011881,0.010553,1.8166e-06
