1,1,1,0.33142,0.10685,0.00010946,0.0015007,0.093655,0.0057704,6.5422e-07
1,1,1,0.61214,0.015444,0.00012812,0.00017443,0.023917,0.044619,3.3236e-06
1,1,1,0.435,0.08456,0.0001055,0.0056829,0.00058997,0.036013,3.6304e-07
1,1,1,0.21921,0.24138,9.5999e-05,0.0040285,0.0012828,0.086258,5.4707e-07
1,1,1,0.63871,0.014198,0.002419,0.42822,0.0059644,0.096713,4.0949e-06
1,1,1,0.42875,0.0047972,0.0015871,0.543,0.0024101,0.12897,7.5218e-05
1,1,1,0.28801,0.0088172,0.0042639,0.095004,0.0042125,0.38755,0.00031067
1,1,1,0.4128,0.013121,0.0027863,0.073828,0.0066866,0.33618,0.00059298
1,1,1,0.70279,0.019768,0.0015374,0.035432,0.010522,0.083466,0.00052432
1,1,1,0.66391,0.027115,0.0036776,0.016491,0.030543,0.098313,5.3735e-05
1,1,1,0.81389,0.0032115,0.0044761,0.023408,0.016071,0.046763,0.00030897
1,1,1,0.39039,0.0052083,0.0069333,0.0060905,0.01366,0.11416,0.00027565
1,1,1,0.25465,0.0028087,0.016238,0.0029694,0.10222,0.062605,0.0021461
1,1,1,0.082421,0.0056167,0.048649,0.017483,0.01933,0.043382,0.0023475
1,1,1,0.006982,0.021466,0.0086166,0.012588,0.00037898,0.057115,0.11071
1,1,1,0.011208,0.0094363,0.0059589,0.025112,0.00062107,0.063301,0.039216
1,1,1,0.011782,0.012793,0.003474,0.00722,0.0012091,0.15429,0.032863
1,1,1,0.025419,0.0060831,0.0028155,0.0013917,0.00076137,0.26246,0.026864
1,1,1,4.2361e-08,0.078093,0.0050604,0.0010502,0.0010888,0.15562,0.010461
4,3,1,0.053792,0.005016,0.00028776,0.28681,0.061695,0.018972,0.00033066
4,3,1,0.091428,0.00045362,0.00052432,0.093542,0.078907,0.027167,0.0014312
4,3,1,0.47756,0.00034161,0.00070772,0.43565,0.0173,0.042713,0.00038012
4,3,1,0.42535,9.3998e-05,0.0050341,0.61087,0.0020494,0.14616,0.0078507
4,3,1,0.33435,6.2348e-05,0.0075953,0.38405,0.00079252,0.15898,0.0271
4,3,1,0.64982,0.00086944,0.0011101,0.53694,0.0013644,0.11585,0.0021723
4,3,1,0.4147,0.00045719,0.0012022,0.56954,0.0059624,0.045364,0.0018945
4,3,1,0.13808,0.000972,0.00031797,0.35812,0.0086461,0.019062,0.0093038
4,3,1,0.010127,0.0020861,0.00018901,0.07031,0.0042317,0.0098782,0.10397
4,3,1,1.2919e-05,0.02408,7.308e-05,0.0086675,0.11057,0.0046574,0.314
4,3,1,0.0053771,0.013372,0.0017139,0.23108,0.018491,0.020521,0.11892
4,3,1,1.8407e-06,0.028825,0.0053642,0.07758,0.0066596,0.07391,0.09949
4,3,1,5.9334e-06,0.0066284,0.0063534,0.086217,0.01943,0.015641,0.10883
4,3,1,0.0057476,0.0060517,0.0062545,0.093461,0.016663,0.028422,0.034391
4,3,1,0.0025472,0.024959,0.0026057,0.0029842,0.0020383,0.18135,0.11787
4,3,1,9.9037e-08,0.043326,0.01057,0.0012589,0.0029758,0.11416,0.038612
2,1,1,0.038283,0.93905,6.3285e-05,1.1027e-06,0.0013339,0.00040887,2.4767e-07
2,1,1,0.088327,0.75026,0.00010423,1e-07,0.00091211,0.00064422,1.0745e-06
2,1,1,0.074297,0.73478,7.1386e-05,8.3573e-06,0.00026072,0.020421,1.2814e-06
2,1,1,0.05921,0.66073,6.0025e-05,2.1868e-05,0.0010388,0.011744,3.8026e-06
2,1,1,0.82611,0.19596,0.0013407,0.04604,9.5589e-05,0.097354,1.1572e-06
2,1,1,0.51958,0.38123,0.00041146,0.0020635,8.3765e-05,0.15834,1.1943e-06
2,1,1,0.68544,0.53916,0.00039561,0.0014475,9.72e-05,0.04232,5.2331e-07
2,1,1,0.61904,0.60037,0.00025729,0.00032221,3.6817e-06,0.018072,3.3542e-07
